57.65	47.6
57.55	47.25
58.7	38.59
58.7	37.97
58	37.35
61.6	34.1
62.1	33.8
75.22	41.13
75	39.7
83.28	32.95
83.25	32.78
85.45	39.12
85.62	38.91
92.35	41.85
93.2	39.83
95.58	33.75
98.62	28.54
100.83	35.48
102.51	39.04
102.67	38.95
103	38.9
103.3	39.23
104.95	39.95
105.95	40.13
106	40.71
107.41	42.1
108.94	42.36
